site,subsite,pit,pitID,depth,root
SN,SJER,T,SNSJERT,40,0.25
SN,SJER,T,SNSJERT,41,0.37
SN,SJER,T,SNSJERT,42,0.39
SN,SJER,T,SNSJERT,43,0.37
SN,SJER,T,SNSJERT,44,0.27
SN,SJER,T,SNSJERT,45,0.3
SN,SJER,T,SNSJERT,46,0.37
SN,SJER,T,SNSJERT,47,0.22
SN,SJER,T,SNSJERT,48,0.25
SN,SJER,T,SNSJERT,49,0.3
SN,SJER,T,SNSJERT,50,0.37
SN,SJER,T,SNSJERT,51,0.47
SN,SJER,T,SNSJERT,52,0.37
SN,SJER,T,SNSJERT,53,0.44
SN,SJER,T,SNSJERT,54,0.3
